Phrase,Sentiment,Tokens
however the ear pads come off easily and after only one week i lost one,0,"['however', 'ear', 'pads', 'come', 'easily', 'one', 'week', 'lost', 'one']"
the calls drop the phone comes on and off at will the screen goes black and the worst of all it stops ringing intermittently,0,"['calls', 'drop', 'phone', 'comes', 'screen', 'goes', 'black', 'worst', 'stops', 'ringing', 'intermittently']"
horrible horrible protector,0,"['horrible', 'horrible', 'protector']"
i dont like this nokia either,0,"['dont', 'like', 'nokia', 'either']"
reaching for the bottom row is uncomfortable and the send and end keys are not where i expect them to be3,0,"['reaching', 'bottom', 'row', 'uncomfortable', 'send', 'end', 'keys', 'expect', 'be3']"
i have bought this nokia cell phone a few weeks ago and it was a nightmare,0,"['bought', 'nokia', 'cell', 'phone', 'weeks', 'ago', 'nightmare']"
it would take too long to describe how bad my customer service experience has been with amazon,0,"['would', 'take', 'long', 'describe', 'bad', 'customer', 'service', 'experience', 'amazon']"
the only very disappointing thing was there was no speakerphone,0,"['disappointing', 'thing', 'speakerphone']"
terrible my car will not accept this cassette,0,"['terrible', 'car', 'accept', 'cassette']"
product is useless since it does not have enough charging current to charge the 2 cellphones i was planning to use it with,0,"['product', 'useless', 'since', 'enough', 'charging', 'current', 'charge', 'cellphones', 'planning', 'use']"
its not what it says it is,0,['says']
stay away from the q,0,"['stay', 'away', 'q']"
used and dirty,0,"['used', 'dirty']"
very unreliable service from tmobile ,0,"['unreliable', 'service', 'tmobile']"
not good enough for the price,0,"['good', 'enough', 'price']"
i bought two of them and neither will charge,0,"['bought', 'two', 'neither', 'charge']"
it looks very nice,1,"['looks', 'nice']"
this is an excellent tool especially when paired with your phones autoanswer,1,"['excellent', 'tool', 'especially', 'paired', 'phones', 'autoanswer']"
i have read others reviews here but i havent had any problem with it,1,"['read', 'others', 'reviews', 'havent', 'problem']"
these products cover up the important light sensor above the ear outlet,0,"['products', 'cover', 'important', 'light', 'sensor', 'ear', 'outlet']"
comfortable in my hand,1,"['comfortable', 'hand']"
just does not work,0,['work']
poor reliability,0,"['poor', 'reliability']"
it works,1,['works']
if i take a picture the battery drops a bar and starts beeping letting me know its dieing,0,"['take', 'picture', 'battery', 'drops', 'bar', 'starts', 'beeping', 'letting', 'know', 'dieing']"
terrible product and waste of money,0,"['terrible', 'product', 'waste', 'money']"
last time buying from you,0,"['last', 'time', 'buying']"
it was a waste of my money,0,"['waste', 'money']"
so far it has worked like a charm,1,"['far', 'worked', 'like', 'charm']"
i have only had it for a few weeks but so far so good,1,"['weeks', 'far', 'good']"
but in any case the best part is you can download these pictures to your laptop using ir or even send pictures from your laptop to the phone,1,"['case', 'best', 'part', 'download', 'pictures', 'laptop', 'using', 'ir', 'even', 'send', 'pictures', 'laptop', 'phone']"
would recommend this item,1,"['would', 'recommend', 'item']"
its been my choice headset for yearsgreat sound good volume good noise cancellation,1,"['choice', 'headset', 'yearsgreat', 'sound', 'good', 'volume', 'good', 'noise', 'cancellation']"
nice case feels good in your hands,1,"['nice', 'case', 'feels', 'good', 'hands']"
the item received was counterfeit,0,"['item', 'received', 'counterfeit']"
just really good so far probably the best bt headset i have ever had,1,"['really', 'good', 'far', 'probably', 'best', 'bt', 'headset', 'ever']"
works fine,1,"['works', 'fine']"
i received my headset in good time and was happy with it,1,"['received', 'headset', 'good', 'time', 'happy']"
i was very pleased to see that i could replace my well travled swivel holster for my blackberry flip,1,"['pleased', 'see', 'could', 'replace', 'well', 'travled', 'swivel', 'holster', 'blackberry', 'flip']"
my sister has one also and she loves it,1,"['sister', 'one', 'also', 'loves']"
good quality,1,"['good', 'quality']"
this is by far the worst purchase ive made on amazon,0,"['far', 'worst', 'purchase', 'ive', 'made', 'amazon']"
excellent dualpurpose headset,1,"['excellent', 'dualpurpose', 'headset']"
excellent,1,['excellent']
does not work for listening to music with the cingular 8125,0,"['work', 'listening', 'music', 'cingular']"
it seems completely secure both holding on to my belt and keeping the iphone inside,1,"['seems', 'completely', 'secure', 'holding', 'belt', 'keeping', 'iphone', 'inside']"
the bottowm lineanother worthless cheap gimmick from sprint,0,"['bottowm', 'lineanother', 'worthless', 'cheap', 'gimmick', 'sprint']"
having trouble with volume,0,"['trouble', 'volume']"
the only good thing was that it fits comfortably on small ears,1,"['good', 'thing', 'fits', 'comfortably', 'small', 'ears']"
warning  do not buy,0,"['warning', 'buy']"
i am pairing this with my iphone and i could not be happier with it so far,1,"['pairing', 'iphone', 'could', 'happier', 'far']"
when it opens the battery connection is broken and the device is turned off,0,"['opens', 'battery', 'connection', 'broken', 'device', 'turned']"
i didnt want the clip going over the top of my ear causing discomfort,0,"['didnt', 'want', 'clip', 'going', 'top', 'ear', 'causing', 'discomfort']"
best headset ever,1,"['best', 'headset', 'ever']"
dont trust their website and dont expect any helpful support,0,"['dont', 'trust', 'website', 'dont', 'expect', 'helpful', 'support']"
it was that loudglad to say that the plantronics 510 maintains a flawless connection to my cell and with no static during normal use,1,"['loudglad', 'say', 'plantronics', 'maintains', 'flawless', 'connection', 'cell', 'static', 'normal', 'use']"
the speaker is of low quality so as making the ring tones sound very cheap,0,"['speaker', 'low', 'quality', 'making', 'ring', 'tones', 'sound', 'cheap']"
fits comfortably came with three sizes of earbud tips,1,"['fits', 'comfortably', 'came', 'three', 'sizes', 'earbud', 'tips']"
bad reception,0,"['bad', 'reception']"
this product is very high quality chinese crap,0,"['product', 'high', 'quality', 'chinese', 'crap']"
it was quite comfortable in the ear,1,"['quite', 'comfortable', 'ear']"
dont buy this product  it fails,0,"['dont', 'buy', 'product', 'fails']"
everything about this product is wrongfirst,0,"['everything', 'product', 'wrongfirst']"
the pairing of the two devices was so easy it barely took a couple minutes before i started making calls with the voice dialing feature,1,"['pairing', 'two', 'devices', 'easy', 'barely', 'took', 'couple', 'minutes', 'started', 'making', 'calls', 'voice', 'dialing', 'feature']"
this was utterly confusing at first which caused me to lose a couple of very very important contacts,0,"['utterly', 'confusing', 'first', 'caused', 'lose', 'couple', 'important', 'contacts']"
terrible phone holder,0,"['terrible', 'phone', 'holder']"
the cutouts and buttons are placed perfectly,1,"['cutouts', 'buttons', 'placed', 'perfectly']"
i love being able to use one headset for both by landline and cell,1,"['love', 'able', 'use', 'one', 'headset', 'landline', 'cell']"
problem is that the ear loops are made of weak material and break easily,0,"['problem', 'ear', 'loops', 'made', 'weak', 'material', 'break', 'easily']"
not nearly as good looking as the amazon picture makes it look,0,"['nearly', 'good', 'looking', 'amazon', 'picture', 'makes', 'look']"
but despite these few flaws this case is of exceptional quality and well worth the additional costs of owning an official oem product,1,"['despite', 'flaws', 'case', 'exceptional', 'quality', 'well', 'worth', 'additional', 'costs', 'owning', 'official', 'oem', 'product']"
how stupid is that,0,['stupid']
i can hear while im driving in the car and usually dont even have to put it on its loudest setting,1,"['hear', 'im', 'driving', 'car', 'usually', 'dont', 'even', 'put', 'loudest', 'setting']"
seller shipped quickly and much cheaper than the competitors,1,"['seller', 'shipped', 'quickly', 'much', 'cheaper', 'competitors']"
good show samsung,1,"['good', 'show', 'samsung']"
so i bought about 10 of these and saved alot of money,1,"['bought', 'saved', 'alot', 'money']"
it always cuts out and makes a beep beep beep sound then says signal failed,0,"['always', 'cuts', 'makes', 'beep', 'beep', 'beep', 'sound', 'says', 'signal', 'failed']"
couldnt figure it out,0,"['couldnt', 'figure']"
my phone sounded ok  not great  ok but my wifes phone was almost totally unintelligible she couldnt understand a word being said on it,0,"['phone', 'sounded', 'ok', 'great', 'ok', 'wifes', 'phone', 'almost', 'totally', 'unintelligible', 'couldnt', 'understand', 'word', 'said']"
so i had to take the battery out of the phone put it all back together and then restart it,0,"['take', 'battery', 'phone', 'put', 'back', 'together', 'restart']"
while i managed to bend the leaf spring back in place the metal now has enough stress that it will break on the next drop,0,"['managed', 'bend', 'leaf', 'spring', 'back', 'place', 'metal', 'enough', 'stress', 'break', 'next', 'drop']"
leopard print is wonderfully wild,1,"['leopard', 'print', 'wonderfully', 'wild']"
works for me,1,['works']
saggy floppy piece of junk,0,"['saggy', 'floppy', 'piece', 'junk']"
much better than the hard plastic cases,1,"['much', 'better', 'hard', 'plastic', 'cases']"
it also had a new problem,0,"['also', 'new', 'problem']"
happy so far,1,"['happy', 'far']"
cool phone,1,"['cool', 'phone']"
works good,1,"['works', 'good']"
motorola finally got the voice quality of a bluetooth headset right,1,"['motorola', 'finally', 'got', 'voice', 'quality', 'bluetooth', 'headset', 'right']"
it looses connection to the phone even when it is within a couple feet between the two,0,"['looses', 'connection', 'phone', 'even', 'within', 'couple', 'feet', 'two']"
but it is great i would really recommend it,1,"['great', 'would', 'really', 'recommend']"
makes it easier to keep up with my bluetooth when im not wearing it,0,"['makes', 'easier', 'keep', 'bluetooth', 'im', 'wearing']"
as i said abovepretty useless,0,"['said', 'abovepretty', 'useless']"
never got it,0,"['never', 'got']"
this pair of headphones is the worst that i have ever had soundwise,0,"['pair', 'headphones', 'worst', 'ever', 'soundwise']"
 down the drain because of a weak snap,0,"['drain', 'weak', 'snap']"
does not charge the cingular att 8525 phone,0,"['charge', 'cingular', 'att', 'phone']"
you get extra minutes so that you can carry out the call and not get cut off,1,"['get', 'extra', 'minutes', 'carry', 'call', 'get', 'cut']"
however after about a year the fliptop started to get loose and wobbly and eventually my screen went black and i couldnt receive and place calls,0,"['however', 'year', 'fliptop', 'started', 'get', 'loose', 'wobbly', 'eventually', 'screen', 'went', 'black', 'couldnt', 'receive', 'place', 'calls']"
i kept catching the cable on the seat and i had to pull the phone out to turn it on an off,0,"['kept', 'catching', 'cable', 'seat', 'pull', 'phone', 'turn']"
the headset fulfills my requirements so i am happy with my purchase,1,"['headset', 'fulfills', 'requirements', 'happy', 'purchase']"
logitech bluetooth headset is a 10,1,"['logitech', 'bluetooth', 'headset']"
i like the fact that it rests lightly against your ear rather than inside,1,"['like', 'fact', 'rests', 'lightly', 'ear', 'rather', 'inside']"
a lot of websites have been rating this a very good phone and so do i,1,"['lot', 'websites', 'rating', 'good', 'phone']"
i have tried these cables with my computer and my ipod and it works just fine,1,"['tried', 'cables', 'computer', 'ipod', 'works', 'fine']"
the mic there is a joke and the volume is quite low,0,"['mic', 'joke', 'volume', 'quite', 'low']"
im returning them,0,"['im', 'returning']"
i does not maintain a connection with the computer while it is on my lap,0,"['maintain', 'connection', 'computer', 'lap']"
