Phrase,Sentiment,Tokens,Lemmatized_Tokens,Lemmatized_Phrase,Stemmed_Tokens,Stemmed_Phrase
this allows the possibility of double booking for the same date and time after the first,0,"['allows', 'possibility', 'double', 'booking', 'date', 'time', 'first']","['allows', 'possibility', 'double', 'booking', 'date', 'time', 'first']",this allows the possibility of double booking for the same date and time after the first,"['allow', 'possibl', 'doubl', 'book', 'date', 'time', 'first']",thi allow the possibl of doubl book for the same date and time after the first
they work about  weeks then break,0,"['work', 'weeks', 'break']","['work', 'week', 'break']",they work about week then break,"['work', 'week', 'break']",they work about week then break
it is simple to use and i like it,1,"['simple', 'use', 'like']","['simple', 'use', 'like']",it is simple to use and i like it,"['simpl', 'use', 'like']",it is simpl to use and i like it
its a great tool for entertainment communication and data managementoh be sure to use activesync  for optimal data synchronization results,1,"['great', 'tool', 'entertainment', 'communication', 'data', 'managementoh', 'sure', 'use', 'activesync', 'optimal', 'data', 'synchronization', 'results']","['great', 'tool', 'entertainment', 'communication', 'data', 'managementoh', 'sure', 'use', 'activesync', 'optimal', 'data', 'synchronization', 'result']",it a great tool for entertainment communication and data managementoh be sure to use activesync for optimal data synchronization result,"['great', 'tool', 'entertain', 'commun', 'data', 'managementoh', 'sure', 'use', 'activesync', 'optim', 'data', 'synchron', 'result']",it a great tool for entertain commun and data managementoh be sure to use activesync for optim data synchron result
i cant use this case because the smell is disgusting,0,"['cant', 'use', 'case', 'smell', 'disgusting']","['cant', 'use', 'case', 'smell', 'disgusting']",i cant use this case because the smell is disgusting,"['cant', 'use', 'case', 'smell', 'disgust']",i cant use thi case becaus the smell is disgust
not what i wanted,0,['wanted'],['wanted'],not what i wanted,['want'],not what i want
i own  of these cases and would order another,1,"['cases', 'would', 'order', 'another']","['case', 'would', 'order', 'another']",i own of these case and would order another,"['case', 'would', 'order', 'anoth']",i own of these case and would order anoth
i bought this battery with a coupon from amazon and im very happy with my purchase,1,"['bought', 'battery', 'coupon', 'amazon', 'im', 'happy', 'purchase']","['bought', 'battery', 'coupon', 'amazon', 'im', 'happy', 'purchase']",i bought this battery with a coupon from amazon and im very happy with my purchase,"['bought', 'batteri', 'coupon', 'amazon', 'im', 'happi', 'purchas']",i bought thi batteri with a coupon from amazon and im veri happi with my purchas
the internet access was fine it the rare instance that it worked,0,"['internet', 'access', 'fine', 'rare', 'instance', 'worked']","['internet', 'access', 'fine', 'rare', 'instance', 'worked']",the internet access wa fine it the rare instance that it worked,"['internet', 'access', 'fine', 'rare', 'instanc', 'work']",the internet access wa fine it the rare instanc that it work
perfect for the ps,1,"['perfect', 'ps']","['perfect', 'p']",perfect for the p,"['perfect', 'ps']",perfect for the ps
five star plus plus,1,"['five', 'star', 'plus', 'plus']","['five', 'star', 'plus', 'plus']",five star plus plus,"['five', 'star', 'plu', 'plu']",five star plu plu
a good quality bargain i bought this after i bought a cheapy from big lots that sounded awful and people on the other end couldnt hear me,1,"['good', 'quality', 'bargain', 'bought', 'bought', 'cheapy', 'big', 'lots', 'sounded', 'awful', 'people', 'end', 'couldnt', 'hear']","['good', 'quality', 'bargain', 'bought', 'bought', 'cheapy', 'big', 'lot', 'sounded', 'awful', 'people', 'end', 'couldnt', 'hear']",a good quality bargain i bought this after i bought a cheapy from big lot that sounded awful and people on the other end couldnt hear me,"['good', 'qualiti', 'bargain', 'bought', 'bought', 'cheapi', 'big', 'lot', 'sound', 'aw', 'peopl', 'end', 'couldnt', 'hear']",a good qualiti bargain i bought thi after i bought a cheapi from big lot that sound aw and peopl on the other end couldnt hear me
 down the drain,0,['drain'],['drain'],down the drain,['drain'],down the drain
i tried talking real loud but shouting on the telephone gets old and i was still told it wasnt great,0,"['tried', 'talking', 'real', 'loud', 'shouting', 'telephone', 'gets', 'old', 'still', 'told', 'wasnt', 'great']","['tried', 'talking', 'real', 'loud', 'shouting', 'telephone', 'get', 'old', 'still', 'told', 'wasnt', 'great']",i tried talking real loud but shouting on the telephone get old and i wa still told it wasnt great,"['tri', 'talk', 'real', 'loud', 'shout', 'telephon', 'get', 'old', 'still', 'told', 'wasnt', 'great']",i tri talk real loud but shout on the telephon get old and i wa still told it wasnt great
good  works fine,1,"['good', 'works', 'fine']","['good', 'work', 'fine']",good work fine,"['good', 'work', 'fine']",good work fine
for the price this was a great deal,1,"['price', 'great', 'deal']","['price', 'great', 'deal']",for the price this wa a great deal,"['price', 'great', 'deal']",for the price thi wa a great deal
great price too,1,"['great', 'price']","['great', 'price']",great price too,"['great', 'price']",great price too
if there is a wind it is completely useless,0,"['wind', 'completely', 'useless']","['wind', 'completely', 'useless']",if there is a wind it is completely useless,"['wind', 'complet', 'useless']",if there is a wind it is complet useless
yes its shiny on front side  and i love it,1,"['yes', 'shiny', 'front', 'side', 'love']","['yes', 'shiny', 'front', 'side', 'love']",yes it shiny on front side and i love it,"['ye', 'shini', 'front', 'side', 'love']",ye it shini on front side and i love it
does not work,0,['work'],['work'],doe not work,['work'],doe not work
at first i thought i was grtting a good deal at  until i plugged it into my phone vc razr,0,"['first', 'thought', 'grtting', 'good', 'deal', 'plugged', 'phone', 'vc', 'razr']","['first', 'thought', 'grtting', 'good', 'deal', 'plugged', 'phone', 'vc', 'razr']",at first i thought i wa grtting a good deal at until i plugged it into my phone vc razr,"['first', 'thought', 'grtting', 'good', 'deal', 'plug', 'phone', 'vc', 'razr']",at first i thought i wa grtting a good deal at until i plug it into my phone vc razr
the reception through this headset is excellent,1,"['reception', 'headset', 'excellent']","['reception', 'headset', 'excellent']",the reception through this headset is excellent,"['recept', 'headset', 'excel']",the recept through thi headset is excel
 thumbs up to this seller,1,"['thumbs', 'seller']","['thumb', 'seller']",thumb up to this seller,"['thumb', 'seller']",thumb up to thi seller
i have a verizon lg phone and they work well together good reception and range that exceeds  feet line of sight,1,"['verizon', 'lg', 'phone', 'work', 'well', 'together', 'good', 'reception', 'range', 'exceeds', 'feet', 'line', 'sight']","['verizon', 'lg', 'phone', 'work', 'well', 'together', 'good', 'reception', 'range', 'exceeds', 'foot', 'line', 'sight']",i have a verizon lg phone and they work well together good reception and range that exceeds foot line of sight,"['verizon', 'lg', 'phone', 'work', 'well', 'togeth', 'good', 'recept', 'rang', 'exce', 'feet', 'line', 'sight']",i have a verizon lg phone and they work well togeth good recept and rang that exce feet line of sight
improper description i had to return it,0,"['improper', 'description', 'return']","['improper', 'description', 'return']",improper description i had to return it,"['improp', 'descript', 'return']",improp descript i had to return it
 it works   it is comfortable,1,"['works', 'comfortable']","['work', 'comfortable']",it work it is comfortable,"['work', 'comfort']",it work it is comfort
battery chargelife is quite long,1,"['battery', 'chargelife', 'quite', 'long']","['battery', 'chargelife', 'quite', 'long']",battery chargelife is quite long,"['batteri', 'chargelif', 'quit', 'long']",batteri chargelif is quit long
the jabra eargels fit my ears very well,1,"['jabra', 'eargels', 'fit', 'ears', 'well']","['jabra', 'eargels', 'fit', 'ear', 'well']",the jabra eargels fit my ear very well,"['jabra', 'eargel', 'fit', 'ear', 'well']",the jabra eargel fit my ear veri well
battery has no life,0,"['battery', 'life']","['battery', 'life']",battery ha no life,"['batteri', 'life']",batteri ha no life
i checked everywhere and there is no feature for it which is really disappointing,0,"['checked', 'everywhere', 'feature', 'really', 'disappointing']","['checked', 'everywhere', 'feature', 'really', 'disappointing']",i checked everywhere and there is no feature for it which is really disappointing,"['check', 'everywher', 'featur', 'realli', 'disappoint']",i check everywher and there is no featur for it which is realli disappoint
product is exactly as described,1,"['product', 'exactly', 'described']","['product', 'exactly', 'described']",product is exactly a described,"['product', 'exactli', 'describ']",product is exactli as describ
gets a signal when other verizon phones wont,1,"['gets', 'signal', 'verizon', 'phones', 'wont']","['get', 'signal', 'verizon', 'phone', 'wont']",get a signal when other verizon phone wont,"['get', 'signal', 'verizon', 'phone', 'wont']",get a signal when other verizon phone wont
doesnt do the job,0,"['doesnt', 'job']","['doesnt', 'job']",doesnt do the job,"['doesnt', 'job']",doesnt do the job
i would recommend it,1,"['would', 'recommend']","['would', 'recommend']",i would recommend it,"['would', 'recommend']",i would recommend it
plan on ordering from them again and again,1,"['plan', 'ordering']","['plan', 'ordering']",plan on ordering from them again and again,"['plan', 'order']",plan on order from them again and again
that being said for a phone the camera is very nice many cool effects to play with and video is decent as well,1,"['said', 'phone', 'camera', 'nice', 'many', 'cool', 'effects', 'play', 'video', 'decent', 'well']","['said', 'phone', 'camera', 'nice', 'many', 'cool', 'effect', 'play', 'video', 'decent', 'well']",that being said for a phone the camera is very nice many cool effect to play with and video is decent a well,"['said', 'phone', 'camera', 'nice', 'mani', 'cool', 'effect', 'play', 'video', 'decent', 'well']",that be said for a phone the camera is veri nice mani cool effect to play with and video is decent as well
i have been very satisfied with this cell phone from day one,1,"['satisfied', 'cell', 'phone', 'day', 'one']","['satisfied', 'cell', 'phone', 'day', 'one']",i have been very satisfied with this cell phone from day one,"['satisfi', 'cell', 'phone', 'day', 'one']",i have been veri satisfi with thi cell phone from day one
they keep getting better and better this is my third one and ive had numerous palms too,1,"['keep', 'getting', 'better', 'better', 'third', 'one', 'ive', 'numerous', 'palms']","['keep', 'getting', 'better', 'better', 'third', 'one', 'ive', 'numerous', 'palm']",they keep getting better and better this is my third one and ive had numerous palm too,"['keep', 'get', 'better', 'better', 'third', 'one', 'ive', 'numer', 'palm']",they keep get better and better thi is my third one and ive had numer palm too
awkward to use and unreliable,0,"['awkward', 'use', 'unreliable']","['awkward', 'use', 'unreliable']",awkward to use and unreliable,"['awkward', 'use', 'unreli']",awkward to use and unreli
the shipping time was also very quick,1,"['shipping', 'time', 'also', 'quick']","['shipping', 'time', 'also', 'quick']",the shipping time wa also very quick,"['ship', 'time', 'also', 'quick']",the ship time wa also veri quick
not as good as i had hoped,0,"['good', 'hoped']","['good', 'hoped']",not a good a i had hoped,"['good', 'hope']",not as good as i had hope
